case_id,event,timestamp,resource
78,mgrRequestScreening,2023-03-03 15:15:56.010,michael@smith.com
78,appEmailInvitation,2023-03-03 15:16:18.410,maria@garcia.com
78,appApplicationSubmit,2023-03-03 15:32:05.300,maria@garcia.com
78,sspApplAmended,2023-03-04 15:11:12.160,mary@smith.com
78,appApplicationSubmit,2023-03-04 15:40:14.130,maria@garcia.com
78,sspApplicationReview,2023-03-07 14:09:40.930,mary@smith.com
78,mgrApplicantIDCheck,2023-03-07 14:10:20.300,maria@hernandez.com
78,mgrVerifiedApplID,2023-03-08 18:47:08.660,maria@martinez.com
78,sspCRCSubmit,2023-03-09 18:17:47.930,james@johnson.com
78,sspReceiveCRC,2023-03-10 14:22:33.360,james@johnson.com
78,sspPerformCC,2023-03-10 14:24:11.950,john@smith.com
78,sspApproved,2023-03-10 14:28:45.550,michael@smith.com
78,sspRequestSecBrief,2023-03-10 14:29:35.160,maria@martinez.com
78,mgrCompleteSecBrief,2023-03-14 12:22:04.530,maria@martinez.com
79,mgrRequestScreening,2023-03-03 15:29:27.140,james@smith.com
79,appEmailInvitation,2023-03-03 15:29:48.880,maria@rodriguez.com
79,appEmailInvitation,2023-03-08 10:06:40.910,maria@rodriguez.com
79,appEmailInvitation,2023-03-08 14:13:59.950,maria@rodriguez.com
79,appApplicationSubmit,2023-03-10 18:37:52.480,maria@garcia.com
79,sspApplAmended,2023-03-11 17:42:40.740,mary@smith.com
79,appApplicationSubmit,2023-03-17 15:10:57.220,maria@garcia.com
79,sspApplicationReview,2023-03-17 15:19:07.820,michael@smith.com
79,mgrApplicantIDCheck,2023-03-17 15:19:45.300,maria@martinez.com
79,mgrVerifiedApplID,2023-03-17 17:32:08.070,maria@hernandez.com
79,sspCRCSubmit,2023-03-17 17:36:36.030,james@johnson.com
79,sspReceiveCRC,2023-03-18 11:35:36.310,james@johnson.com
79,sspPerformCC,2023-03-18 11:36:29.340,john@smith.com
79,sspApproved,2023-03-18 11:37:46.770,james@smith.com
79,sspRequestSecBrief,2023-03-18 11:38:37.130,maria@hernandez.com
79,mgrCompleteSecBrief,2023-04-08 14:12:07.490,maria@martinez.com
80,mgrRequestScreening,2023-03-03 15:53:33.420,james@smith.com
80,appEmailInvitation,2023-03-03 15:53:55.770,maria@rodriguez.com
80,appApplicationSubmit,2023-03-04 11:15:32.680,david@smith.com
80,sspApplicationReview,2023-03-04 15:20:20.240,mary@smith.com
80,mgrApplicantIDCheck,2023-03-04 15:20:57.600,maria@martinez.com
80,mgrVerifiedApplID,2023-03-05 09:32:10.320,maria@hernandez.com
80,sspCRCSubmit,2023-03-07 12:23:15.460,james@johnson.com
80,sspReceiveCRC,2023-03-07 17:09:40.260,james@johnson.com
80,sspPerformCC,2023-03-07 17:10:58.310,john@smith.com
80,sspApproved,2023-03-07 17:26:05.760,michael@smith.com
80,sspRequestSecBrief,2023-03-07 17:26:56.740,maria@martinez.com
80,mgrCompleteSecBrief,2023-04-08 14:12:07.490,maria@hernandez.com
81,mgrRequestScreening,2023-03-03 23:50:44.810,james@smith.com
81,appEmailInvitation,2023-03-03 23:51:06.530,maria@garcia.com
81,appEmailInvitation,2023-03-04 12:29:26.610,maria@garcia.com
81,appApplicationSubmit,2023-03-04 14:55:59.550,maria@rodriguez.com
81,sspApplicationReview,2023-03-04 15:29:51.230,mary@smith.com
81,mgrApplicantIDCheck,2023-03-04 15:30:29.270,maria@martinez.com
81,mgrVerifiedApplID,2023-03-08 19:12:08.050,maria@hernandez.com
81,sspCRCSubmit,2023-03-09 18:22:17.380,james@johnson.com
81,sspReceiveCRC,2023-03-10 14:54:41.540,james@johnson.com
81,sspPerformCC,2023-03-10 14:55:33.290,john@smith.com
81,sspApproved,2023-03-10 14:56:37.520,michael@smith.com
81,sspRequestSecBrief,2023-03-10 14:57:25.960,maria@hernandez.com
81,mgrCompleteSecBrief,2023-03-15 15:57:04.540,maria@martinez.com
82,mgrRequestScreening,2023-03-04 18:29:26.520,james@smith.com
82,appEmailInvitation,2023-03-04 18:29:48.840,maria@garcia.com
82,appApplicationSubmit,2023-03-04 23:35:04.840,maria@rodriguez.com
82,sspApplicationReview,2023-03-07 13:04:34.820,mary@smith.com
82,mgrApplicantIDCheck,2023-03-07 13:05:11.190,maria@martinez.com
82,mgrVerifiedApplID,2023-03-08 13:27:07.500,maria@martinez.com
82,sspCRCSubmit,2023-03-08 15:55:25.940,james@johnson.com
82,sspReceiveCRC,2023-03-09 10:50:07.840,james@johnson.com
82,sspPerformCC,2023-03-09 10:51:51.100,john@smith.com
82,sspApproved,2023-03-09 10:53:47.760,james@smith.com
82,sspRequestSecBrief,2023-03-09 10:54:35.680,maria@hernandez.com
82,mgrCompleteSecBrief,2023-03-10 17:52:04.710,maria@hernandez.com
83,mgrRequestScreening,2023-03-04 18:50:09.100,michael@smith.com
83,appEmailInvitation,2023-03-04 18:50:24.610,robert@smith.com
83,appApplicationSubmit,2023-03-04 19:10:07.240,david@smith.com
83,sspApplicationReview,2023-03-07 11:23:00.910,michael@smith.com
83,mgrApplicantIDCheck,2023-03-07 11:23:40.060,maria@hernandez.com
83,mgrVerifiedApplID,2023-03-07 17:52:10.470,maria@hernandez.com
83,sspCRCSubmit,2023-03-08 11:23:49.790,james@johnson.com
83,sspReceiveCRC,2023-03-08 16:12:15.220,james@johnson.com
83,sspPerformCC,2023-03-08 16:29:37.420,john@smith.com
83,sspApproved,2023-03-08 16:30:44.760,james@smith.com
83,sspRequestSecBrief,2023-03-08 16:31:32.980,maria@hernandez.com
83,mgrCompleteSecBrief,2023-03-16 19:17:04.190,maria@hernandez.com
84,mgrRequestScreening,2023-03-09 17:27:28.690,michael@smith.com
84,appEmailInvitation,2023-03-09 17:27:50.380,maria@garcia.com
84,appApplicationSubmit,2023-03-10 13:35:03.220,maria@rodriguez.com
84,sspApplAmended,2023-03-11 17:23:53.580,mary@smith.com
84,appApplicationSubmit,2023-03-14 15:32:48.690,maria@rodriguez.com
84,sspApplicationReview,2023-03-18 15:03:22.360,mary@smith.com
84,mgrApplicantIDCheck,2023-03-18 15:03:58.830,maria@martinez.com
84,mgrApplicantIDCheck,2023-03-24 16:30:08.030,maria@martinez.com
84,mgrVerifiedApplID,2023-03-27 19:32:07.840,maria@hernandez.com
84,sspCRCSubmit,2023-03-28 12:23:20.890,james@johnson.com
84,sspReceiveCRC,2023-03-28 15:57:47.020,james@johnson.com
84,sspPerformCC,2023-03-28 16:00:01.890,john@smith.com
84,sspApproved,2023-03-28 16:01:35.550,james@smith.com
84,sspRequestSecBrief,2023-03-28 16:02:26.470,maria@hernandez.com
84,sspRequestSecBrief,2023-04-22 13:55:25.650,maria@hernandez.com
84,mgrCompleteSecBrief,2023-04-22 16:17:07.600,maria@martinez.com
85,mgrRequestScreening,2023-03-10 16:59:59.380,michael@smith.com
85,appEmailInvitation,2023-03-10 17:00:21.540,maria@garcia.com
85,appApplicationSubmit,2023-03-11 13:07:42.690,robert@smith.com
85,sspApplAmended,2023-03-14 18:55:56.040,mary@smith.com
85,appApplicationSubmit,2023-03-15 12:47:41.060,robert@smith.com
85,sspApplicationReview,2023-03-16 16:15:36.790,mary@smith.com
85,mgrApplicantIDCheck,2023-03-16 16:16:19.900,maria@hernandez.com
85,mgrVerifiedApplID,2023-03-17 12:58:13.970,maria@martinez.com
85,sspCRCSubmit,2023-03-17 16:40:06.960,james@johnson.com
85,sspReceiveCRC,2023-03-17 18:31:24.110,james@johnson.com
85,sspPerformCC,2023-03-17 18:32:13.220,john@smith.com
85,sspApproved,2023-03-17 18:40:14.140,james@smith.com
85,sspRequestSecBrief,2023-03-17 18:41:05.940,maria@hernandez.com
85,mgrCompleteSecBrief,2023-03-22 13:07:06.530,maria@hernandez.com
86,mgrRequestScreening,2023-03-10 17:56:18.520,james@smith.com
86,appEmailInvitation,2023-03-10 17:56:40.630,maria@garcia.com
86,appApplicationSubmit,2023-03-10 19:21:48.430,maria@garcia.com
86,sspApplicationReview,2023-03-11 17:43:52.170,mary@smith.com
86,mgrApplicantIDCheck,2023-03-11 17:44:31.980,maria@martinez.com
86,mgrVerifiedApplID,2023-03-15 11:52:07.530,maria@martinez.com
86,sspCRCSubmit,2023-03-15 12:37:28.490,james@johnson.com
86,sspReceiveCRC,2023-03-16 11:13:41.260,james@johnson.com
86,sspPerformCC,2023-03-16 11:15:02.900,john@smith.com
86,sspApproved,2023-03-16 11:20:04.100,james@smith.com
86,sspRequestSecBrief,2023-03-16 11:20:53.530,maria@hernandez.com
86,mgrCompleteSecBrief,2023-03-23 13:42:06.240,maria@martinez.com
87,mgrRequestScreening,2023-03-11 13:07:39.960,michael@smith.com
87,appEmailInvitation,2023-03-11 13:08:02.560,maria@garcia.com
87,appApplicationSubmit,2023-04-15 19:26:16.430,maria@rodriguez.com
87,sspApplAmended,2023-04-19 18:54:27.900,mary@smith.com
87,appApplicationSubmit,2023-04-27 17:29:25.050,maria@rodriguez.com
87,sspApplicationReview,2023-04-28 12:44:31.570,mary@smith.com
87,mgrApplicantIDCheck,2023-04-28 12:45:10.150,maria@martinez.com
87,mgrVerifiedApplID,2023-05-02 15:02:14.820,maria@martinez.com
87,sspCRCSubmit,2023-05-02 18:24:12.240,james@johnson.com
87,sspReceiveCRC,2023-05-05 17:44:47.040,james@johnson.com
87,sspPerformCC,2023-05-05 17:47:26.670,john@smith.com
87,sspApproved,2023-05-05 17:51:00.690,james@smith.com
87,sspRequestSecBrief,2023-05-05 17:51:51.490,maria@hernandez.com
87,mgrCompleteSecBrief,2023-05-17 16:22:10.640,maria@martinez.com
88,mgrRequestScreening,2023-03-11 14:58:57.770,james@smith.com
88,appEmailInvitation,2023-03-11 14:59:19.770,robert@smith.com
88,appApplicationSubmit,2023-03-14 03:33:31.370,maria@garcia.com
88,sspApplicationReview,2023-03-14 18:47:47.690,mary@smith.com
88,mgrApplicantIDCheck,2023-03-14 18:48:26.730,maria@martinez.com
88,mgrVerifiedApplID,2023-03-14 18:52:08.230,maria@hernandez.com
88,sspCRCSubmit,2023-03-15 12:34:49.920,james@johnson.com
88,sspReceiveCRC,2023-03-16 11:25:01.540,james@johnson.com
88,sspPerformCC,2023-03-16 11:25:48.530,john@smith.com
88,sspApproved,2023-03-16 11:51:34.920,james@smith.com
88,sspRequestSecBrief,2023-03-16 11:52:26.770,maria@hernandez.com
88,mgrCompleteSecBrief,2023-03-29 11:12:06.620,maria@martinez.com
89,mgrRequestScreening,2023-03-11 15:39:25.950,james@smith.com
89,appEmailInvitation,2023-03-11 15:39:48.140,david@smith.com
89,appApplicationSubmit,2023-03-15 23:51:23.220,david@smith.com
89,sspApplAmended,2023-03-21 13:32:17.740,james@smith.com
89,appApplicationSubmit,2023-03-21 22:23:06.800,david@smith.com
89,sspApplicationReview,2023-03-22 11:49:01.860,james@smith.com
89,mgrApplicantIDCheck,2023-03-22 11:49:41.430,maria@martinez.com
89,mgrVerifiedApplID,2023-03-22 13:52:09.230,maria@martinez.com
89,sspCRCSubmit,2023-03-22 14:10:36.420,james@johnson.com
89,sspReceiveCRC,2023-03-24 16:09:02.730,james@johnson.com
89,sspPerformCC,2023-03-24 17:32:21.380,john@smith.com
89,sspApproved,2023-03-24 17:33:33.000,james@smith.com
89,sspRequestSecBrief,2023-03-24 17:34:23.710,maria@martinez.com
89,mgrCompleteSecBrief,2023-03-28 14:42:05.190,maria@martinez.com
90,mgrRequestScreening,2023-03-13 13:05:44.820,michael@smith.com
90,appEmailInvitation,2023-03-13 13:06:06.180,david@smith.com
90,appApplicationSubmit,2023-03-14 11:43:15.450,maria@garcia.com
90,sspApplAmended,2023-03-18 13:13:02.680,mary@smith.com
90,appApplicationSubmit,2023-03-18 13:36:20.130,maria@garcia.com
90,sspApplAmended,2023-03-18 17:56:19.070,mary@smith.com
90,appApplicationSubmit,2023-03-18 18:13:41.140,maria@garcia.com
90,sspApplicationReview,2023-03-23 19:43:49.440,mary@smith.com
90,mgrApplicantIDCheck,2023-03-23 19:44:34.280,maria@hernandez.com
90,mgrVerifiedApplID,2023-03-30 14:52:07.160,maria@martinez.com
90,sspCRCSubmit,2023-03-31 13:56:20.410,james@johnson.com
90,sspReceiveCRC,2023-03-31 17:28:12.550,james@johnson.com
90,sspPerformCC,2023-03-31 17:30:05.960,john@smith.com
90,sspApproved,2023-03-31 17:31:55.090,james@smith.com
90,sspRequestSecBrief,2023-03-31 17:32:47.080,maria@hernandez.com
90,mgrCompleteSecBrief,2023-04-01 11:12:05.820,maria@martinez.com
91,mgrRequestScreening,2023-03-13 14:39:01.010,michael@smith.com
91,appEmailInvitation,2023-03-13 14:39:22.820,robert@smith.com
91,appApplicationSubmit,2023-03-24 12:26:27.250,robert@smith.com
91,sspApplAmended,2023-03-25 18:05:36.970,james@smith.com
91,appApplicationSubmit,2023-03-25 18:46:41.050,robert@smith.com
91,sspApplicationReview,2023-03-25 18:54:57.990,michael@smith.com
91,mgrApplicantIDCheck,2023-03-25 18:55:37.540,maria@hernandez.com
91,mgrVerifiedApplID,2023-03-28 16:42:09.940,maria@martinez.com
91,sspCRCSubmit,2023-03-28 17:07:58.230,james@johnson.com
91,sspReceiveCRC,2023-03-29 13:51:01.180,james@johnson.com
91,sspPerformCC,2023-03-29 13:52:45.830,john@smith.com
91,sspApproved,2023-03-29 13:55:14.030,james@smith.com
91,sspRequestSecBrief,2023-03-29 13:56:05.840,maria@hernandez.com
91,mgrCompleteSecBrief,2023-03-31 17:17:04.980,maria@hernandez.com
92,mgrRequestScreening,2023-03-13 14:45:00.010,michael@smith.com
92,appEmailInvitation,2023-03-13 14:45:21.580,maria@garcia.com
92,appApplicationSubmit,2023-03-21 18:19:07.140,maria@garcia.com
92,sspApplAmended,2023-03-22 17:50:36.930,james@smith.com
92,appApplicationSubmit,2023-04-01 14:10:30.370,maria@garcia.com
92,sspApplicationReview,2023-04-01 15:20:43.890,james@smith.com
92,mgrApplicantIDCheck,2023-04-01 15:21:22.900,maria@hernandez.com
92,mgrVerifiedApplID,2023-04-04 13:42:09.130,maria@martinez.com
92,sspCRCSubmit,2023-04-04 13:47:16.420,james@johnson.com
92,sspReceiveCRC,2023-04-04 15:14:15.010,james@johnson.com
92,sspPerformCC,2023-04-04 15:32:40.190,john@smith.com
92,sspApproved,2023-04-04 16:31:27.590,james@smith.com
92,sspRequestSecBrief,2023-04-04 16:32:21.150,maria@martinez.com
92,mgrCompleteSecBrief,2023-04-13 13:02:06.310,maria@martinez.com
93,mgrRequestScreening,2023-03-14 13:32:29.130,james@smith.com
93,appEmailInvitation,2023-03-14 13:32:51.010,david@smith.com
93,appApplicationSubmit,2023-03-14 15:19:59.640,david@smith.com
93,sspApplAmended,2023-03-18 14:55:56.550,james@smith.com
93,appApplicationSubmit,2023-03-18 16:09:58.530,david@smith.com
93,sspApplicationReview,2023-03-21 11:28:15.680,michael@smith.com
93,mgrApplicantIDCheck,2023-03-21 11:29:01.950,maria@hernandez.com
93,mgrVerifiedApplID,2023-03-21 20:12:10.250,maria@hernandez.com
93,sspCRCSubmit,2023-03-21 20:53:50.350,james@johnson.com
93,sspReceiveCRC,2023-03-22 12:22:35.480,james@johnson.com
93,sspPerformCC,2023-03-22 12:24:06.420,john@smith.com
93,sspApproved,2023-03-22 12:29:47.960,james@smith.com
93,sspRequestSecBrief,2023-03-22 12:30:46.070,maria@martinez.com
93,mgrCompleteSecBrief,2023-04-08 14:07:05.920,maria@martinez.com
94,mgrRequestScreening,2023-03-14 13:38:07.740,michael@smith.com
94,appEmailInvitation,2023-03-14 13:38:29.660,maria@garcia.com
94,appEmailInvitation,2023-06-22 15:23:19.750,maria@garcia.com
94,appApplicationSubmit,2023-07-01 08:38:20.490,robert@smith.com
94,sspApplAmended,2023-07-04 15:22:03.150,mary@smith.com
94,appApplicationSubmit,2023-07-04 15:48:42.700,robert@smith.com
94,sspApplicationReview,2023-07-05 19:35:49.190,mary@smith.com
94,mgrApplicantIDCheck,2023-07-05 19:36:32.260,maria@hernandez.com
94,mgrVerifiedApplID,2023-07-06 12:27:08.030,maria@martinez.com
94,sspCRCSubmit,2023-07-06 17:23:27.860,james@johnson.com
94,sspReceiveCRC,2023-07-07 10:51:07.610,james@johnson.com
94,sspPerformCC,2023-07-07 10:53:43.360,john@smith.com
94,sspApproved,2023-07-07 10:56:04.020,michael@smith.com
94,sspRequestSecBrief,2023-07-07 10:57:01.310,maria@hernandez.com
94,mgrCompleteSecBrief,2023-07-07 13:12:12.330,maria@martinez.com
95,mgrRequestScreening,2023-03-16 13:04:44.410,james@smith.com
95,appEmailInvitation,2023-03-16 13:05:06.280,robert@smith.com
95,appApplicationSubmit,2023-03-16 15:40:34.760,maria@rodriguez.com
95,sspApplicationReview,2023-03-18 15:30:37.300,james@smith.com
95,mgrApplicantIDCheck,2023-03-18 15:31:19.260,maria@martinez.com
95,mgrVerifiedApplID,2023-03-18 16:02:08.810,maria@martinez.com
95,sspCRCSubmit,2023-03-18 18:57:29.300,james@johnson.com
95,sspReceiveCRC,2023-03-21 13:17:29.760,james@johnson.com
95,sspPerformCC,2023-03-21 13:18:15.030,john@smith.com
95,sspApproved,2023-03-21 13:19:45.560,michael@smith.com
95,sspRequestSecBrief,2023-03-21 13:20:38.810,maria@hernandez.com
95,mgrCompleteSecBrief,2023-03-22 13:22:05.720,maria@martinez.com
96,mgrRequestScreening,2023-03-16 17:34:55.270,james@smith.com
96,appEmailInvitation,2023-03-16 17:35:17.770,maria@garcia.com
96,appEmailInvitation,2023-04-20 11:08:50.890,maria@garcia.com
96,appApplicationSubmit,2023-04-26 13:44:45.040,maria@garcia.com
96,sspApplAmended,2023-04-27 14:08:14.060,mary@smith.com
96,appApplicationSubmit,2023-04-27 16:15:43.250,maria@garcia.com
96,sspApplicationReview,2023-04-27 17:10:23.130,mary@smith.com
96,mgrApplicantIDCheck,2023-04-27 17:11:02.770,maria@hernandez.com
96,mgrVerifiedApplID,2023-05-09 17:47:15.220,maria@hernandez.com
96,sspCRCSubmit,2023-05-09 18:26:00.250,james@johnson.com
96,sspReceiveCRC,2023-05-16 12:25:21.470,james@johnson.com
96,sspPerformCC,2023-05-16 13:07:50.870,john@smith.com
96,sspApproved,2023-05-16 13:08:57.220,michael@smith.com
96,sspRequestSecBrief,2023-05-16 13:09:48.920,maria@hernandez.com
96,mgrCompleteSecBrief,2023-07-06 16:52:05.740,maria@hernandez.com
97,mgrRequestScreening,2023-03-16 17:39:48.010,michael@smith.com
97,appEmailInvitation,2023-03-16 17:40:09.990,maria@garcia.com
97,appEmailInvitation,2023-04-20 11:11:25.020,maria@garcia.com
97,appApplicationSubmit,2023-05-10 20:51:37.340,david@smith.com
97,sspApplAmended,2023-05-12 13:39:34.840,mary@smith.com
97,appApplicationSubmit,2023-05-13 13:10:33.970,david@smith.com
97,sspApplicationReview,2023-05-13 14:07:05.970,mary@smith.com
97,mgrApplicantIDCheck,2023-05-13 14:07:44.440,maria@martinez.com
97,mgrVerifiedApplID,2023-05-18 17:27:15.190,maria@hernandez.com
97,sspCRCSubmit,2023-05-18 19:00:25.890,james@johnson.com
97,sspReceiveCRC,2023-05-25 12:06:03.190,james@johnson.com
97,sspPerformCC,2023-05-25 13:43:10.470,john@smith.com
97,sspApproved,2023-05-25 13:44:59.630,james@smith.com
97,sspRequestSecBrief,2023-05-25 13:45:50.770,maria@hernandez.com
97,mgrCompleteSecBrief,2023-05-30 13:47:05.710,maria@hernandez.com
98,mgrRequestScreening,2023-03-18 11:23:26.870,james@smith.com
98,appEmailInvitation,2023-03-18 11:23:48.220,maria@garcia.com
98,appApplicationSubmit,2023-05-18 14:31:05.600,robert@smith.com
98,sspApplicationReview,2023-05-18 16:11:46.070,mary@smith.com
98,mgrApplicantIDCheck,2023-05-18 16:12:34.330,maria@martinez.com
98,mgrVerifiedApplID,2023-05-25 17:47:33.740,maria@martinez.com
98,sspCRCSubmit,2023-05-26 16:51:35.110,james@johnson.com
98,sspReceiveCRC,2023-05-27 11:37:39.260,james@johnson.com
98,sspPerformCC,2023-05-27 17:38:39.900,john@smith.com
98,sspApproved,2023-05-27 17:40:18.120,james@smith.com
98,sspRequestSecBrief,2023-05-27 17:41:17.360,maria@hernandez.com
98,mgrCompleteSecBrief,2023-07-06 16:47:07.290,maria@hernandez.com
99,mgrRequestScreening,2023-03-21 17:00:10.040,michael@smith.com
99,appEmailInvitation,2023-03-21 17:00:34.040,david@smith.com
99,appEmailInvitation,2023-03-28 16:57:32.670,david@smith.com
99,appEmailInvitation,2023-03-28 17:33:40.610,david@smith.com
99,appApplicationSubmit,2023-03-29 11:20:47.460,david@smith.com
99,sspApplAmended,2023-03-29 14:49:02.100,mary@smith.com
99,appApplicationSubmit,2023-03-29 16:37:05.170,david@smith.com
99,sspApplAmended,2023-03-29 18:18:11.260,mary@smith.com
99,appApplicationSubmit,2023-03-29 19:02:59.370,david@smith.com
99,sspApplicationReview,2023-03-29 19:06:23.650,mary@smith.com
99,mgrApplicantIDCheck,2023-03-29 19:07:04.270,maria@martinez.com
99,mgrVerifiedApplID,2023-03-30 19:12:10.150,maria@hernandez.com
99,sspCRCSubmit,2023-03-31 13:22:37.040,james@johnson.com
99,sspReceiveCRC,2023-04-04 11:52:39.930,james@johnson.com
99,sspPerformCC,2023-04-04 11:56:24.350,john@smith.com
99,sspApproved,2023-04-04 12:02:34.230,james@smith.com
99,sspRequestSecBrief,2023-04-04 12:03:25.560,maria@hernandez.com
99,mgrCompleteSecBrief,2023-04-06 18:02:13.550,maria@hernandez.com
100,mgrRequestScreening,2023-03-21 18:04:16.980,michael@smith.com
100,appEmailInvitation,2023-03-21 18:04:42.320,david@smith.com
100,appApplicationSubmit,2023-03-22 18:28:18.100,maria@rodriguez.com
100,sspApplicationReview,2023-03-29 13:42:41.630,michael@smith.com
100,mgrApplicantIDCheck,2023-03-29 13:43:29.340,maria@martinez.com
100,mgrVerifiedApplID,2023-03-30 17:07:06.600,maria@martinez.com
100,sspCRCSubmit,2023-03-31 13:15:49.220,james@johnson.com
100,sspReceiveCRC,2023-04-01 12:37:15.450,james@johnson.com
